gene,locus,sample_1,sample_2,status,value_1,value_2,log2(fold_change),test_stat,p_value,q_value,significant
pgant2,chr2L:3404456-3426642,warm,cold,OK,5.20334,5.08244,-0.0339147,-0.0329797,0.95105,0.973198,no
pgant2,chr2L:3404456-3426642,warm,cold,OK,10.4343,18.2333,0.805245,1.47752,0.7584,0.863695,no
CG8840,chr2L:3404456-3426642,warm,cold,OK,82.3551,99.2338,0.268972,0.862895,0.18965,0.331019,no
CG31952,chr2L:3404456-3426642,warm,cold,OK,51.0596,41.0866,-0.313514,-0.733902,0.0895,0.185562,no
CG2772,chr2L:3445996-3447591,warm,cold,OK,2.94686,0.886833,-1.73245,-3.10354,5.00E-05,0.000245228,yes
Snx1,chr2L:3449685-3452106,warm,cold,OK,22.0553,17.124,-0.365103,-1.54509,0.0017,0.00625981,yes
CG12795,chr2L:3452385-3457109,warm,cold,OK,19.1614,29.9318,0.643474,1.75282,0.002,0.00721612,yes
sec5,chr2L:3457328-3467389,warm,cold,OK,8.91791,7.08773,-0.331381,-0.552644,0.2486,0.407213,no
Pdsw,chr2L:3457328-3467389,warm,cold,OK,152.18,162.726,0.0966732,0.241755,0.599,0.749622,no
CG31776,chr2L:3470181-3472365,warm,cold,OK,4.8019,3.42315,-0.488282,-1.4263,0.005,0.0162007,yes
pgant4,chr2L:3472602-3475338,warm,cold,OK,15.3883,12.0366,-0.354408,-1.3175,0.0047,0.0153676,yes
CR43928,chr2L:3476850-3477648,warm,cold,OK,0.900457,4.90844,2.44654,3.82184,5.00E-05,0.000245228,yes
Thor,chr2L:3478269-3491071,warm,cold,OK,408.742,860.832,1.07454,5.8582,5.00E-05,0.000245228,yes
"CG17593,CG8851",chr2L:3514790-3524056,warm,cold,OK,107.534,107.402,-0.00176395,-0.00333312,0.99425,0.996273,no
CG8852,chr2L:3525130-3530317,warm,cold,OK,9.47336,6.86517,-0.464582,-1.1153,0.01455,0.0407538,yes
Che-13,chr2L:3530788-3532678,warm,cold,OK,1.73256,1.23031,-0.493879,-0.9224,0.07105,0.153615,no
drm,chr2L:3539250-3548086,warm,cold,OK,18.6404,17.1362,-0.121383,-0.446203,0.29775,0.464363,no
CR43822,chr2L:3575349-3575806,warm,cold,OK,2.74889,2.6386,-0.0590766,-0.109639,0.8686,0.929968,no
CG43815,chr2L:3576209-3576623,warm,cold,OK,3.83961,2.88356,-0.41311,-0.885258,0.30985,0.477812,no
Dot,chr2L:3619190-3656951,warm,cold,OK,5.54946,9.04728,0.705137,0.732036,0.14205,0.267362,no
CG34340,chr2L:3662744-3693939,warm,cold,NOTEST,1.12703,0.867975,-0.376802,0,1,1,no
CG42464,chr2L:3699463-3699826,warm,cold,OK,25.5574,2.0285,-3.65526,-7.8869,0.00025,0.00109851,yes
"CG42465,Sfp24C1",chr2L:3700194-3701121,warm,cold,OK,74.6018,33.6268,-1.1496,-3.43129,5.00E-05,0.000245228,yes
CG42467,chr2L:3701306-3701699,warm,cold,OK,31.321,10.855,-1.52876,-6.74177,5.00E-05,0.000245228,yes
CG43145,chr2L:3701847-3702131,warm,cold,OK,94.378,39.9677,-1.23962,-11.8057,5.00E-05,0.000245228,yes
CG2816,chr2L:3703658-3705462,warm,cold,OK,6.47659,10.2311,0.659658,0.723162,0.11385,0.225185,no
CG2818,chr2L:3713298-3717798,warm,cold,OK,13.5605,10.845,-0.322382,-1.15566,0.01865,0.0504562,no
Shaw,chr2L:3718184-3729172,warm,cold,OK,9.96227,12.1524,0.286692,1.03634,0.0187,0.0505799,no
CG10019,chr2L:3730465-3754617,warm,cold,OK,1.07995,1.32848,0.298814,0.771628,0.0785,0.166554,no
"CG31959,CG43707",chr2L:3757253-3769583,warm,cold,OK,27.7918,31.8446,0.196386,0.0264578,0.5372,0.69923,no
CG43703,chr2L:3757253-3769583,warm,cold,OK,4.62248,1.86361,-1.31057,-1.10404,0.4984,0.666027,no
bowl,chr2L:3771197-3784121,warm,cold,OK,11.3351,15.9766,0.495158,1.94567,5.00E-05,0.000245228,yes
CG31960,chr2L:3784946-3785622,warm,cold,OK,13.8881,15.265,0.136372,0.509679,0.4293,0.60158,no
CG31958,chr2L:3785737-3786343,warm,cold,OK,3.80524,4.07449,0.0986317,0.229985,0.72625,0.84139,no
CG3921,chr2L:3787166-3802718,warm,cold,OK,5.09296,8.24666,0.695306,2.82451,5.00E-05,0.000245228,yes
Reph,chr2L:3803544-3810713,warm,cold,OK,12.2606,13.0616,0.0913003,0.344274,0.424,0.596984,no
CR44076,chr2L:3815437-3815948,warm,cold,OK,5.2396,1.88208,-1.47713,-2.89866,0.0008,0.00318706,yes
CR44077,chr2L:3817723-3818534,warm,cold,NOTEST,1.35397,1.30197,-0.0564939,0,1,1,no
slp1,chr2L:3825674-3827099,warm,cold,OK,1.66711,1.21496,-0.456441,-0.832218,0.10375,0.20927,no
slp2,chr2L:3836839-3839185,warm,cold,NOTEST,0.960757,0.720282,-0.415611,0,1,1,no
CG3964,chr2L:3862667-3867507,warm,cold,OK,123.33,104.508,-0.238914,-1.00227,0.02505,0.064776,no
Cep97,chr2L:3867696-3872458,warm,cold,OK,79.5033,78.0676,-0.0262909,-0.114492,0.82575,0.904575,no
CG43797,chr2L:4000017-4000806,warm,cold,NOTEST,0.902468,0.509332,-0.825268,0,1,1,no
CG34176,chr2L:4004079-4004480,warm,cold,OK,18.5657,7.94945,-1.22371,-4.32204,5.00E-05,0.000245228,yes
CG15422,chr2L:4004983-4005670,warm,cold,OK,16.2628,24.1479,0.570318,2.31464,0.0004,0.00169159,yes
CG15423,chr2L:4006040-4006606,warm,cold,OK,23.8942,18.8733,-0.340313,-1.45272,0.0466,0.108108,no
CG43773,chr2L:4007689-4007984,warm,cold,OK,11.9304,4.47497,-1.41469,-4.48245,0.0037,0.0124812,yes
CG43774,chr2L:4008652-4009090,warm,cold,OK,71.0533,27.8157,-1.353,-7.11669,5.00E-05,0.000245228,yes
ed,chr2L:4031376-4115801,warm,cold,OK,13.3518,21.0546,0.657097,2.72235,5.00E-05,0.000245228,yes
snoRNA:Me28S-C437,chr2L:4031376-4115801,warm,cold,NOTEST,0,0,0,0,1,1,no
Sr-CIII,chr2L:4120342-4121627,warm,cold,NOTEST,0.150265,0.0598894,-1.32713,0,1,1,no
Sr-CI,chr2L:4121701-4124006,warm,cold,OK,8.18805,2.62319,-1.6422,-4.70329,5.00E-05,0.000245228,yes
CG2955,chr2L:4149278-4151203,warm,cold,OK,193.055,220.713,0.193162,0.870037,0.07265,0.156416,no
CR44057,chr2L:4185400-4186114,warm,cold,NOTEST,0,0,0,0,1,1,no
lectin-24Db,chr2L:4188121-4198071,warm,cold,OK,1.35787,0,#NAME?,#NAME?,0.066,0.144681,no
RpL40,chr2L:4227698-4228552,warm,cold,OK,1041.04,1195.59,0.199696,0.817124,0.0649,0.142693,no
CR44058,chr2L:4241069-4241735,warm,cold,NOTEST,0.998557,0.915026,-0.126031,0,1,1,no
CG15425,chr2L:4257571-4258425,warm,cold,OK,115.311,121.865,0.0797584,0.437806,0.4572,0.627727,no
tutl,chr2L:4283056-4323781,warm,cold,OK,13.2437,14.3113,0.111852,0.438998,0.3111,0.479302,no
CG16857,chr2L:4324538-4331838,warm,cold,OK,14.2181,18.3565,0.368562,1.44233,0.0018,0.00658292,yes
Atet,chr2L:4333912-4345776,warm,cold,OK,14.6494,20.513,0.485694,2.01813,5.00E-05,0.000245228,yes
mir-1005,chr2L:4333912-4345776,warm,cold,NOTEST,0,0,0,0,1,1,no
CG15429,chr2L:4352974-4354034,warm,cold,OK,25.2661,33.4728,0.405786,1.39879,0.00115,0.00441905,yes
Traf4,chr2L:4361924-4382735,warm,cold,OK,2.57541,3.96987,0.624286,1.1725,0.02095,0.0557346,no
Tps1,chr2L:4388211-4393899,warm,cold,OK,370.82,188.602,-0.975373,-4.05379,5.00E-05,0.000245228,yes
l(2)k05819,chr2L:4394152-4400487,warm,cold,OK,10.9059,16.1058,0.562473,2.32743,5.00E-05,0.000245228,yes
CG33003,chr2L:4400952-4403142,warm,cold,NOTEST,0.0667272,0.171541,1.36221,0,1,1,no
Dim1,chr2L:4403250-4442060,warm,cold,OK,19.5979,24.5885,0.327287,0.564448,0.3862,0.559285,no
CG43055,chr2L:4403250-4442060,warm,cold,OK,69.9512,11.7295,-2.57621,-4.05566,5.00E-05,0.000245228,yes
CG34178,chr2L:4403250-4442060,warm,cold,OK,75.2149,86.9557,0.209261,0.6777,0.23795,0.394913,no
CG43056,chr2L:4403250-4442060,warm,cold,OK,28.8809,2.67197,-3.43414,-2.7626,0.00985,0.0288972,yes
CG15432,chr2L:4442319-4444680,warm,cold,OK,11.4327,10.3662,-0.141275,-0.208882,0.6318,0.774194,no
Elp3,chr2L:4444731-4448703,warm,cold,OK,6.33062,5.73327,-0.142988,-0.248272,0.5833,0.737312,no
CG15434,chr2L:4453128-4456890,warm,cold,OK,73.0824,23.9537,-1.60928,-3.73,5.00E-05,0.000245228,yes
CG15435,chr2L:4459785-4463447,warm,cold,OK,6.32323,6.57086,0.0554213,0.134826,0.77005,0.871254,no
"CG15436,CG17840",chr2L:4463610-4477026,warm,cold,OK,8.17465,1.36438,-2.58291,-2.92458,5.00E-05,0.000245228,yes
BG642163,chr2L:4641295-4642747,warm,cold,OK,240.838,134.196,-0.843723,-4.20586,5.00E-05,0.000245228,yes
CG15635,chr2L:4642971-4646562,warm,cold,OK,49.7017,22.7596,-1.12682,-5.19748,5.00E-05,0.000245228,yes
CG43798,chr2L:4647050-4647920,warm,cold,OK,9.03461,3.27703,-1.46307,-3.89812,5.00E-05,0.000245228,yes
CG3355,chr2L:4651402-4652892,warm,cold,NOTEST,0.0627191,0.316703,2.33615,0,1,1,no
"CG11929,CG15634",chr2L:4682645-4688956,warm,cold,OK,46.8228,48.256,0.0434984,0.186913,0.6829,0.811162,no
CG34351,chr2L:4694720-4722465,warm,cold,OK,4.26353,2.88407,-0.563941,-1.45089,0.0023,0.00817624,yes
CG42523,chr2L:4732312-4794040,warm,cold,OK,261.401,306.355,0.228936,0.595101,0.17175,0.307729,no
CG3294,chr2L:4794548-4801923,warm,cold,OK,1.87339,2.97897,0.669159,0.631275,0.14575,0.272762,no
CG15629,chr2L:4812978-4818245,warm,cold,OK,7.8075,3.71475,-1.0716,-2.13044,5.00E-05,0.000245228,yes
CG15628,chr2L:4821733-4830693,warm,cold,OK,45.8813,11.2551,-2.02733,-5.81674,5.00E-05,0.000245228,yes
CG12194,chr2L:4838346-4847351,warm,cold,OK,16.3026,10.1127,-0.688925,-1.27413,0.0095,0.0280445,yes
CG11927,chr2L:4847765-4850510,warm,cold,OK,16.6931,13.4491,-0.311735,-0.98358,0.0296,0.0742198,no
CG11926,chr2L:4850640-4852640,warm,cold,OK,12.4017,10.498,-0.240426,-0.912512,0.06875,0.149435,no
pog,chr2L:4852863-4883107,warm,cold,OK,2.93526,3.71777,0.34095,0.39181,0.3491,0.521071,no
CG3008,chr2L:4883294-4888019,warm,cold,OK,16.2674,24.3503,0.581951,1.99752,5.00E-05,0.000245228,yes
CG15625,chr2L:4889994-4891277,warm,cold,OK,24.2837,23.0909,-0.0726606,-0.314242,0.56435,0.722789,no
CG3036,chr2L:4892102-4906762,warm,cold,OK,64.7455,70.6985,0.1269,0.601546,0.22475,0.377726,no
Sgs1,chr2L:4937408-4941423,warm,cold,NOTEST,0.0856596,0.069269,-0.306406,0,1,1,no
CG14044,chr2L:4942741-4945361,warm,cold,NOTEST,0.517629,0.881769,0.768482,0,1,1,no
betaggt-I,chr2L:4945510-4951022,warm,cold,OK,17.4114,10.7932,-0.689911,-1.18015,0.0225,0.0590213,no
"CG34124,CG34125,Marcal1",chr2L:4955508-4977023,warm,cold,OK,23.1225,17.3552,-0.413931,-0.524346,0.3155,0.48425,no
CG3756,chr2L:4955508-4977023,warm,cold,OK,15.2812,12.6307,-0.27482,-0.268206,0.62445,0.769495,no
"CG14043,mRpL28",chr2L:4955508-4977023,warm,cold,OK,85.7131,82.8646,-0.0487603,-0.123734,0.81345,0.896251,no
CG3792,chr2L:4977224-4979379,warm,cold,OK,25.8037,28.4946,0.14311,0.477766,0.3048,0.472211,no
CG34126,chr2L:4979450-5009725,warm,cold,OK,12.8227,14.1737,0.144515,0.207515,0.6456,0.784597,no
CG3887,chr2L:5009907-5028191,warm,cold,OK,88.9183,83.5392,-0.0900272,-0.196904,0.68705,0.814024,no
Cg25C,chr2L:5029608-5037282,warm,cold,OK,14.7112,52.0447,1.82283,7.51647,5.00E-05,0.000245228,yes
SP555,chr2L:5038052-5050975,warm,cold,OK,31.4144,27.6679,-0.183212,-0.32371,0.4769,0.646137,no
"CG31919,CG33995,CG44000,CG44001",chr2L:5038052-5050975,warm,cold,OK,54.5665,41.7678,-0.385626,-1.17802,0.00725,0.0221778,yes
"CG14040,His3.3A",chr2L:5051099-5059794,warm,cold,OK,54.6757,41.7572,-0.388876,-0.587573,0.2728,0.435743,no
"RpL37A,qtc",chr2L:5060743-5072070,warm,cold,OK,588.019,697.677,0.246695,0.972132,0.0388,0.0925749,no
CG5828,chr2L:5094011-5095725,warm,cold,OK,10.3453,5.13188,-1.01141,-2.80235,5.00E-05,0.000245228,yes
CG4230,chr2L:5096152-5100303,warm,cold,OK,54.5132,55.6021,0.0285327,0.0853478,0.86265,0.926872,no
Msp-300,chr2L:5100872-5207000,warm,cold,OK,294.744,209.434,-0.492967,-0.0640359,0.76185,0.865683,no
snoRNA:Psi28S-2263,chr2L:5100872-5207000,warm,cold,NOTEST,0,0,0,0,1,1,no
snoRNA:Psi18S-525k,chr2L:5100872-5207000,warm,cold,OK,6.47163,7.22366,0.1586,0.00334252,0.3619,0.534173,no
Cyp28d2,chr2L:5207266-5209345,warm,cold,OK,5.61531,6.50201,0.21152,0.668519,0.18655,0.327009,no
Cyp28d1,chr2L:5210460-5214891,warm,cold,OK,70.6655,24.1667,-1.54798,-3.17575,5.00E-05,0.000245228,yes
TpnC25D,chr2L:5218093-5271353,warm,cold,OK,170.812,391.969,1.19833,4.07288,5.00E-05,0.000245228,yes
"Cyp4ac1,Cyp4ac2,Cyp4ac3",chr2L:5218093-5271353,warm,cold,OK,52.0969,36.0092,-0.532833,-1.06709,0.03225,0.0797813,no
Bub1,chr2L:5279050-5283002,warm,cold,OK,9.34926,7.71716,-0.276782,-1.07925,0.02175,0.057462,no
vri,chr2L:5299646-5314885,warm,cold,OK,45.6885,21.9573,-1.05713,-4.5629,5.00E-05,0.000245228,yes
cype,chr2L:5327156-5329079,warm,cold,OK,535.368,711.606,0.410548,3.0559,0.0012,0.00459029,yes
TotM,chr2L:5329856-5338073,warm,cold,OK,18.7026,11.4667,-0.705788,-0.697566,0.3588,0.531056,no
nompC,chr2L:5339131-5365804,warm,cold,OK,1.15297,1.10966,-0.0552374,-0.0734262,0.8654,0.928247,no
H15,chr2L:5404341-5415928,warm,cold,NOTEST,0.874891,0.528113,-0.728256,0,1,1,no
CR43713,chr2L:5431841-5432626,warm,cold,OK,3.58669,3.28201,-0.128076,-0.290203,0.6303,0.773219,no
CR43714,chr2L:5432850-5433522,warm,cold,OK,2.05995,1.62529,-0.341907,-0.588908,0.36275,0.53516,no
mid,chr2L:5461640-5467610,warm,cold,NOTEST,0.774372,0.429714,-0.849649,0,1,1,no
CG14020,chr2L:5517618-5523906,warm,cold,OK,3.0756,1.44905,-1.08576,-0.665475,0.21885,0.369438,no
cl,chr2L:5517618-5523906,warm,cold,OK,110.377,126.651,0.198416,0.443195,0.3113,0.479422,no
"CG6907,Cap-D3",chr2L:5524108-5542354,warm,cold,OK,33.9429,27.7084,-0.292783,-0.738883,0.141,0.265851,no
CG31648,chr2L:5524108-5542354,warm,cold,OK,11.7973,8.80956,-0.421316,-0.476184,0.4037,0.576296,no
CG31915,chr2L:5524108-5542354,warm,cold,OK,2.26127,7.25264,1.68137,1.51721,0.00485,0.0157926,yes
Lam,chr2L:5542543-5546642,warm,cold,OK,13.6092,9.28572,-0.551501,-2.02857,5.00E-05,0.000245228,yes
Oscillin,chr2L:5547085-5549625,warm,cold,OK,34.5764,28.7643,-0.265507,-0.926567,0.0359,0.0869545,no
CG18269,chr2L:5551837-5552756,warm,cold,OK,1.30476,1.52665,0.226589,0.368724,0.506,0.672694,no
"CG14017,GluRIIA",chr2L:5552842-5558994,warm,cold,OK,23.575,21.3966,-0.139873,-0.330423,0.463,0.633483,no
GluRIIB,chr2L:5559341-5563502,warm,cold,OK,1.01169,1.41077,0.479721,1.04428,0.03155,0.0783283,no
snRNA:U4:25F,chr2L:5565618-5565766,warm,cold,OK,12.1101,19.5896,0.693876,4.25842,0.3487,0.520671,no
CG18266,chr2L:5596832-5598636,warm,cold,OK,82.6566,65.691,-0.331435,-1.60751,0.0017,0.00625981,yes
mir-959,chr2L:5626290-5658553,warm,cold,NOTEST,0,0,0,0,1,1,no
mir-960,chr2L:5626290-5658553,warm,cold,NOTEST,0,0,0,0,1,1,no
mir-961,chr2L:5626290-5658553,warm,cold,NOTEST,0,0,0,0,1,1,no
mir-962,chr2L:5626290-5658553,warm,cold,NOTEST,0,0,0,0,1,1,no
mir-963,chr2L:5626290-5658553,warm,cold,NOTEST,0,0,0,0,1,1,no
mir-964,chr2L:5626290-5658553,warm,cold,NOTEST,0,0,0,0,1,1,no
Hsp60C,chr2L:5662848-5670838,warm,cold,OK,197.081,159.929,-0.30136,-1.28103,0.0053,0.0170234,yes
CG12511,chr2L:5678637-5679223,warm,cold,OK,12.9994,10.8322,-0.263123,-0.581636,0.2034,0.349344,no
CG7236,chr2L:5708448-5713648,warm,cold,OK,1.24381,1.28334,0.0451388,0.0713056,0.8746,0.93347,no
CG34011,chr2L:5716818-5718067,warm,cold,OK,0.705239,1.7739,1.33074,1.96306,0.00275,0.00955187,yes
sip1,chr2L:5721050-5723791,warm,cold,OK,2.92495,1.92482,-0.603684,-1.60539,0.00165,0.00609659,yes
CG11030,chr2L:5724655-5762420,warm,cold,OK,10.4539,12.229,0.226269,0.27044,0.57825,0.733251,no
CG11029,chr2L:5724655-5762420,warm,cold,OK,2.29083,1.32645,-0.788306,-0.333159,0.4777,0.646931,no
CR31912,chr2L:5766995-5800256,warm,cold,OK,1.17553,1.64641,0.486008,0.272155,0.6241,0.769465,no
CG31913,chr2L:5766995-5800256,warm,cold,OK,84.3225,60.6365,-0.475732,-0.886851,0.0584,0.130391,no
CG7239,chr2L:5802219-5804030,warm,cold,OK,3.99739,5.59464,0.484988,1.43272,0.0051,0.016475,yes
CG11034,chr2L:5805394-5808858,warm,cold,OK,12.1594,6.58701,-0.884376,-3.27249,5.00E-05,0.000245228,yes
CG43307,chr2L:5811573-5811925,warm,cold,OK,33.9532,12.3849,-1.45497,-7.02936,5.00E-05,0.000245228,yes
TrissinR,chr2L:5824793-5856767,warm,cold,OK,2.85505,4.53171,0.666539,1.91685,0.0001,0.000469607,yes
CG43185,chr2L:5884931-5885457,warm,cold,OK,46.8853,13.3268,-1.81481,-7.6623,5.00E-05,0.000245228,yes
CG9029,chr2L:5886015-5886609,warm,cold,OK,451.509,232.916,-0.954943,-6.49221,5.00E-05,0.000245228,yes
bchs,chr2L:5907168-5923694,warm,cold,OK,6.57245,8.44493,0.361654,0.610998,0.17235,0.30843,no
dsf,chr2L:5925204-5939261,warm,cold,NOTEST,0.153402,0.298497,0.960404,0,1,1,no
"CG9044,Gpdh",chr2L:5943642-5956471,warm,cold,OK,472.645,1025.62,1.11767,4.28444,5.00E-05,0.000245228,yes
Vm26Ab,chr2L:5957003-5957628,warm,cold,NOTEST,0.0858792,0.107411,0.322767,0,1,1,no
"Ucp4B,Ucp4C",chr2L:5968518-5981079,warm,cold,OK,42.9213,38.6542,-0.151068,-0.245076,0.6418,0.782111,no
eIF-4a,chr2L:5981763-5985793,warm,cold,OK,561.743,653.393,0.218041,0.80984,0.0712,0.153826,no
ifc,chr2L:5986347-5988854,warm,cold,OK,39.8893,49.0521,0.298312,1.26215,0.00505,0.0163313,yes
Tsp26A,chr2L:6000227-6006827,warm,cold,OK,6.14112,8.61437,0.488245,0.958432,0.0442,0.103372,no
CG13996,chr2L:6020849-6021672,warm,cold,NOTEST,0.35975,0.203608,-0.821202,0,1,1,no
CG31643,chr2L:6038079-6045970,warm,cold,OK,5.02723,4.49896,-0.160173,-0.200325,0.6419,0.782111,no
CG12393,chr2L:6046369-6050477,warm,cold,OK,10.0717,8.13628,-0.307867,-0.468296,0.3095,0.477584,no
CG9135,chr2L:6050828-6053491,warm,cold,OK,4.43456,5.82601,0.393716,1.08365,0.0167,0.0458523,yes
CG13995,chr2L:6054306-6060169,warm,cold,OK,2.35797,2.66902,0.178769,0.511141,0.2776,0.441857,no
CG34180,chr2L:6060509-6062757,warm,cold,OK,9.11061,20.7259,1.18582,0.38736,0.3656,0.538156,no
"CG13994,CG9147",chr2L:6062887-6068635,warm,cold,OK,63.3656,46.6644,-0.441379,-1.69079,0.00445,0.0146638,yes
CG13993,chr2L:6069078-6070697,warm,cold,OK,43.402,62.3086,0.521669,2.42071,5.00E-05,0.000245228,yes
Kr-h2,chr2L:6070989-6073961,warm,cold,OK,75.5299,70.7739,-0.0938313,-0.408899,0.3663,0.538717,no
CR9162,chr2L:6078452-6079736,warm,cold,NOTEST,0.262384,0.143038,-0.87528,0,1,1,no
Kr-h1,chr2L:6081807-6099094,warm,cold,OK,8.11346,4.46556,-0.861477,-2.32057,5.00E-05,0.000245228,yes
stai,chr2L:6100329-6124668,warm,cold,OK,50.9951,51.018,0.000647111,0.00239872,0.99525,0.996768,no
CG31642,chr2L:6100329-6124668,warm,cold,OK,12.7922,8.80845,-0.538301,-0.918846,0.06705,0.146467,no
Arpc4,chr2L:6125120-6127653,warm,cold,OK,18.7013,13.8988,-0.428184,-1.37533,0.0312,0.0776224,no
CG9222,chr2L:6131022-6132484,warm,cold,OK,93.2398,93.1209,-0.00184088,-0.00797838,0.98545,0.991152,no
CG13991,chr2L:6139460-6145011,warm,cold,OK,22.3142,17.3605,-0.362153,-1.60111,0.00035,0.00149512,yes
Muc26B,chr2L:6151970-6153701,warm,cold,NOTEST,0.0255876,0.0931497,1.86411,0,1,1,no
CG13989,chr2L:6160443-6161082,warm,cold,OK,24.5263,21.7263,-0.174892,-0.748352,0.28175,0.446239,no
CG34380,chr2L:6179132-6211114,warm,cold,OK,4.39064,4.24597,-0.0483361,-0.167294,0.70975,0.830618,no
Ugt37b1,chr2L:6225049-6226842,warm,cold,OK,7.64372,2.33601,-1.71023,-4.78108,5.00E-05,0.000245228,yes
Ddr,chr2L:6253122-6322251,warm,cold,OK,1.11628,1.23769,0.148951,0.196641,0.67485,0.805811,no
CG9486,chr2L:6253122-6322251,warm,cold,OK,2.32844,7.13924,1.61641,1.89582,0.0056,0.0178223,yes
CG42735,chr2L:6253122-6322251,warm,cold,NOTEST,0,0.180974,inf,0,1,1,no
CG13984,chr2L:6253122-6322251,warm,cold,OK,28.1195,31.1142,0.146001,0.317826,0.4852,0.653643,no
Gef26,chr2L:6323766-6332789,warm,cold,OK,17.0701,19.7529,0.210594,0.893215,0.04725,0.109337,no
Cpr,chr2L:6338694-6348427,warm,cold,OK,557.586,102.901,-2.43794,-9.79114,5.00E-05,0.000245228,yes
ppk14,chr2L:6354955-6356498,warm,cold,NOTEST,0.0485056,0.0559296,0.205461,0,1,1,no
CG9505,chr2L:6367883-6370195,warm,cold,OK,5.41626,1.12238,-2.27074,-5.53415,5.00E-05,0.000245228,yes
slam,chr2L:6372414-6377286,warm,cold,NOTEST,0.324893,0.221101,-0.555257,0,1,1,no
CG9507,chr2L:6377767-6411306,warm,cold,OK,2.17857,3.87727,0.831658,0.957524,0.0565,0.127133,no
CG13982,chr2L:6412314-6423308,warm,cold,NOTEST,0.702397,0.547297,-0.359963,0,1,1,no
Fic,chr2L:6424336-6426373,warm,cold,OK,11.77,11.5103,-0.0321858,-0.122798,0.8046,0.891152,no
frj,chr2L:6456034-6465669,warm,cold,OK,38.2444,43.2482,0.17739,0.803093,0.1059,0.212627,no
DLP,chr2L:6480861-6488842,warm,cold,OK,14.7392,13.1766,-0.161684,-0.583938,0.193,0.336023,no
epsilonCOP,chr2L:6488989-6490876,warm,cold,OK,33.499,21.2144,-0.65907,-2.55004,5.00E-05,0.000245228,yes
"CG31638,CG9550",chr2L:6491116-6498555,warm,cold,OK,80.2161,72.6911,-0.142112,-0.535095,0.2385,0.395437,no
CG31637,chr2L:6498641-6526996,warm,cold,OK,12.8998,12.714,-0.0209308,-0.0836299,0.86125,0.926126,no
"CG11043,CoVb",chr2L:6555810-6561660,warm,cold,OK,407.112,517.44,0.345967,1.93689,0.00145,0.0054375,yes
Ent2,chr2L:6562295-6566587,warm,cold,OK,22.0042,16.8018,-0.389162,-1.56331,0.0014,0.00526839,yes
CG11050,chr2L:6611022-6621700,warm,cold,OK,71.8459,68.4093,-0.070712,-0.323718,0.5201,0.684053,no
CG34345,chr2L:6623122-6632407,warm,cold,OK,2.92703,0.876907,-1.73894,-2.62364,5.00E-05,0.000245228,yes
Tango1,chr2L:6649387-6657994,warm,cold,OK,31.7151,25.0262,-0.34173,-1.42223,0.00205,0.00737626,yes
"CG11070,CG34310,cup",chr2L:6658506-6676635,warm,cold,OK,123.692,137.169,0.149201,0.314874,0.4692,0.638934,no
CG11188,chr2L:6717624-6723359,warm,cold,OK,5.2785,5.38768,0.0295343,0.0471448,0.92675,0.961399,no
"Liprin-alpha,TTLL3B",chr2L:6723844-6736158,warm,cold,OK,91.0509,83.5402,-0.124203,-0.487287,0.27105,0.433886,no
CG11221,chr2L:6742507-6755686,warm,cold,OK,3.30632,3.79598,0.199243,0.295686,0.5385,0.699997,no
snoRNA:Me28S-G2743,chr2L:6742507-6755686,warm,cold,OK,22.488,36.8169,0.711217,0.0626153,0.75415,0.860513,no
CG17378,chr2L:6774040-6778444,warm,cold,OK,22.1102,21.3063,-0.0534332,-0.208255,0.639,0.780428,no
CR43610,chr2L:6799195-6799600,warm,cold,OK,19.8191,27.0344,0.447903,2.17322,0.0448,0.104548,no
CG11236,chr2L:6802952-6805871,warm,cold,OK,27.1137,9.06905,-1.58,-3.28063,5.00E-05,0.000245228,yes
CR44081,chr2L:6812639-6813110,warm,cold,OK,10.8932,11.7979,0.115091,0.382101,0.6007,0.750954,no
sens-2,chr2L:6822316-6838995,warm,cold,OK,1.23256,1.11152,-0.149129,-0.337412,0.4863,0.654588,no
Rca1,chr2L:6852323-6853876,warm,cold,OK,5.69008,4.83858,-0.233863,-0.705035,0.16485,0.299037,no
l(2)k09022,chr2L:6854169-6870464,warm,cold,OK,2.89122,3.95009,0.450209,1.02931,0.034,0.083205,no
neuroligin,chr2L:6874899-6907844,warm,cold,OK,3.8422,2.84493,-0.433539,-1.31027,0.00545,0.0174294,yes
mir-932,chr2L:6874899-6907844,warm,cold,NOTEST,0,0,0,0,1,1,no
Rat1,chr2L:6908082-6920360,warm,cold,OK,5.57365,6.206,0.155042,0.276679,0.55765,0.716574,no
wee,chr2L:6908082-6920360,warm,cold,OK,2.94474,5.26252,0.837612,0.562872,0.29435,0.460701,no
x16,chr2L:6908082-6920360,warm,cold,OK,4.89107,8.9674,0.87454,0.560872,0.22815,0.382082,no
"CG43232,Hrb27C",chr2L:6920656-6942910,warm,cold,OK,98.1358,96.6089,-0.022624,-0.0535552,0.89295,0.943814,no
SA,chr2L:6950439-6956872,warm,cold,OK,10.4213,9.37099,-0.153265,-0.59987,0.2039,0.35,no
CG3430,chr2L:6957009-6960285,warm,cold,NOTEST,1.15739,0.85578,-0.435566,0,1,1,no
CG10399,chr2L:6960422-6964074,warm,cold,OK,5.24885,3.05516,-0.780752,-0.421177,0.46435,0.634596,no
